ID,RecorderName,Date,DateAccuracy,Time,TimeAccuracy,PathName,SubPathName,AffectRoad,HitRoad,RoadPlowed,TimeToClear,RoadDamageLength,AvalancheType,AvalancheTrigger,AvalancheBedSurface,PercentPath,PercentSubPath,HorizStartZoneLoc,VertStartZoneLoc,SizeRelativetoPath,SizeDestructiveForce,ObservationPoint,MaxCrownDepth,AveCrownDepth,CrownWidth,StartElevationFeet,VerticalRunFeet,StartZoneAspect,StartZoneSlope,StartZoneAlpha,RoadBurialLength,RoadBurialDepth,Comments
253,Reardon,5/8/2005,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Bottom,NA,1,Distant,1.5,1.5,1.5,6800,300,10,NA,NA,N/A,N/A,"GS-N-D1-G E Ridge of Heavens ~ 6800' 5m x 1.5m behind moraine, before cliffs @ S end of remnant glacier. Other cracks in vicinity."
254,Reardon,5/8/2005,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,1.5,Distant,NA,NA,NA,6900,500,15,NA,NA,N/A,N/A,GS-N-D1.5-G on looker's right < [glide] slab that triggered WS last Thursday ~ 1m deep 10m x 1m 6900-6400' some other cornice failures in vicinity.
255,Reardon,5/8/2005,Approximate,NA,NA,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,3,3,Distant,4,4,4,7375,825,45,NA,NA,N/A,N/A,"GS-N-D3-G HPRG 7300-6750'. 150m x 2-6m Still snow on bedrock - looks fresh. Sunday?

Dimensions adjusted from photos 9/7-06 during data entry. From photo, appears debris almost breached moraine. Crown length & max depth may be greater than estimated."
256,Reardon,5/8/2005,Approximate,NA,NA,Peak 7774,Northeast face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,NA,2.5,Distant,2,2,2,7550,600,40,NA,NA,N/A,N/A,"GS-N-D2.5-G 7550 to 7050' NE aspect. 35m x 1-2m. Snow on bed surface. More cracks to S. Possibly several smaller slides/ calve releases on pt. 7774 can't distinguish exactly where occurred.

Dimensions adjusted during data entry from photos & topos."
257,Reardon,5/9/2005,Approximate,NA,Approximate,Peak 7850,East face/ bowl,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Bottom,NA,1.5,Distant,2,2,2,7200,450,100,NA,NA,N/A,N/A,GS-N-d2-OS [G?] pt. 7850 lower edge of 4-25 GS- calve release ~ 7200-6750' E facing 20mx 1-2m. Don't remember seeing this AM.
258,Reardon,5/10/2005,Approximate,NA,NA,Peak 7774,Northeast face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,2.5,Distant,2,2,2,7725,800,40,NA,NA,N/A,N/A,"GS-N-D2-G Pt. 7774 just N of summit. 35m x?1-2m? Possibly some calve releases lower on peak.

9-7-06 width and crown very difficult to estimate from photo because much of crown obscured by small sub ridge. Nonetheless bed surface appeaers to be at least as large as 5-7 slide - longer. Still snow on bed surface in photo, but also snow on bed surface of 5-7 slide to N. Clearly other smaller releases/ calving in vicinity."
259,Reardon,5/10/2005,Approximate,NA,NA,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,1.5,Distant,3,3,3,7150,425,45,NA,NA,N/A,N/A,"GS-N-D1.5-G HPRG - under cliffs and adjacent to main slide 10mx3m, ~7150' to

Dimensions adjusted from photos and map during data entry 9-7-06."
260,Reardon,5/10/2005,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,1,Distant,1.5,1.5,1.5,6720,400,20,NA,NA,N/A,N/A,"GS-N-d1-G ~6750' to? 10m x 1.5m. Triggered WS-N-d1.5-OS similar crown depth as adjecent slides, 25m x .5m 6700 to?

Dimensions adjusted from photos 9/7/06"
261,Reardon,5/11/2005,Actual,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,2,Distant,3.5,3.5,3.5,7050,400,10,NA,NA,N/A,N/A,"GS-N-D2 x 2 E ridge of heavens btwn HPRG & 1st WS. 6800/ 6850 down to? 20 x 3m 12m x 2.5m more cracks in vicinity.

Adjusted dimensions, decided to classify as 1 event based on photos from 5-12."
262,Reardon,5/12/2005,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,NA,2,Distant,3,3,3,7250,600,10,NA,NA,N/A,N/A,"GS-N-D2-G E ridge of Heavens in slabs btwn HPRG & moraine. Looks like 5-12 - v. little snow on bed surface.

Dimesnions estimated from phot during data entry 9-7-06."
263,Reardon,5/17/2005,Approximate,NA,NA,Heavens Gate,Heavens Gate,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,3,Distant,5,5,5,7900,NA,70,NA,NA,N/A,N/A,GS-N-d3-G Heavens Gate. Calve release from above main fx. 7700-7900 ft. Couldn't tell how far down debris ran. Deep crown - 5-10m. 30-50m across. Possibly ran 5-17-05; did not see previous day though visibility poor.
264,Reardon,5/17/2005,Approximate,NA,NA,Mt. Cannon,Middle Bowl,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Bottom,NA,1.5,Distant,NA,NA,NA,6450,NA,45,NA,NA,N/A,N/A,GS-N-D1.5-G Middle bowl on Mt. Cannon. 6450 ft. 30M X 1.5 M Couldn't tell how far down debris ran. Bottom edge of slab with more cracks visible above.
265,Reardon,4/21/2003,Actual,NA,Actual,Peak 7850,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,3,2.5,Distant,NA,NA,NA,7500,400,90,NA,NA,N/A,N/A,"From Lundy notebook:
""4/22Églide crack from yesterday near Anaconda PK released as a wet slab N-WS-2.5~200' wide x 300' long (slab dimensions) running ~00' vert. Prety sure this released after 3:30 PM 4.21.03""

""4/24... Slide Cycle - Wet Slabs 4/20-23: 4/20? Some debris from small glide release near Geduhn. 4/ 21 Above glide crack fully released class 2.5 (CA). - Small Adjacent release.""

Given above notes, changed initial 4/20 entry from to R2/ d1.5 and entered second event on 4/ 21 as d2.5. br 11/9/06"
266,Reardon,5/12/2003,Approximate,NA,NA,Mt. Vaught,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,2,1.5,Distant,NA,NA,NA,7900,NA,70,NA,NA,N/A,N/A,"-two glide releases, exact occurrence date unknown due to poor visibility on preceeding days
-could not visualize runout to determine debris extent
-larger of two releases steps wider below initial failure

From Lundy notebook 5/14
""- 2 glide releases at 8000' on E. Face of Mt. Vaught, above a wide crack that hasn't released. Larger one stepped oout wider after failure small = ~100' across, large=~2--' across
- Can't see full length of large crack beneath releases, but probably 600' in view.""

From Reardon notebook 5/14:
""E. Face Mt. Vaught: 2 glide releases & 1 lg crack visible in PM from 3 arches area. ~7900-800' elevation E facing steep slope. Left failed to ground. Right to old snow near ground - stepped wider @ bottom into old snow. L: ~125' wide R: ~200' wide. May have occurred anytime recently.""

Not noted 5/8 w/ clear skies in AM, or 5/13, w/ clouds & VF.

Aspect adjusted from 90 to 60 based on topo map examination. Start elev. Adjusted to 8100' Expanded notes, added 2nd smaller/ leftmost slide(this one). Averaged 2 estimates of crown width. Br 11/9/06"
267,Reardon,5/12/2003,Approximate,NA,NA,Trapper Peak,North Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,1,1.5,Distant,NA,NA,NA,7200,NA,60,NA,NA,N/A,N/A,"-1 large, 1 small glide release
-didn't see previous week due to visibility.

From Lundy Notebook 5/19:
""-Large glide release on Vulture (?) Pk probably last week, class 3ish, down to rock bed sfc, runout not very visible - also, smaller glide release right next to it. Class 2 ~ 7200-7400'.""

From Reardon notebook 5/19:
""Class 3 wet slab/ glide releases near Vulture/ Nahsukin/ Trapper. 
- Likely last week
-SE-NE slope, 72-7400'?
-Class 3, class 2""
Diagram in notebook shows left slide larger, at ridgeline; right slide smaller & below ridgeline; both left of Nahsukin.

Adjusted initial start zone aspect of 45 to 60 & start elev. to 7325' based on topo. Added 2nd smaller slide. Classified as d1.5 based on diagram. Br 11/9/06"
268,Reardon,5/12/2003,Approximate,NA,NA,Granite Creek,south of Grinnell Overlook,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Middle,NA,2,Adjacent,1.5,1.5,1.5,7000,450,235,NA,NA,N/A,N/A,"-2 small glide releases, 30m wide each
-didn't see last week so unsure of exact occurrence date

From Lundy notebook 5/19:
""-2 small glide releases in (upper) Granite Ck. Both ~100' wide, class 2, prob. From last week, start elev. ~7000'.""

From Reardon notebook 5/19:
""2 class 2 glide releases in rockbands below notch S. of Gem Glacier overlook. Weekend snow on bed surface - likely released last week."""
269,Lundy,5/14/2003,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,2,Distant,1.5,1.5,1.5,6725,375,5,NA,NA,N/A,N/A,"From Lundy notebook 5-15:
""-small glide releases on E. Ridge of Heavens and near Geduhn Pk.""

Dimensions estimated from photo & topo. br 11/9/06"
270,Lundy,5/14/2003,Approximate,NA,NA,Mt. Geduhn,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"From Lundy notebook 5-15:
""-small glide releases on E. Ridge of Heavens and near Geduhn Pk."""
271,Lundy,5/19/2003,Approximate,NA,NA,Mt. Vaught,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,NA,Distant,NA,NA,NA,NA,NA,70,NA,NA,N/A,N/A,"From Lundy notebook 5-10:
""-Glide release on Vaught lookers L of 2 from last week? Compare photos."""
272,Reardon,5/23/2003,Actual,NA,NA,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,2,2,Distant,10,10,10,7200,550,55,NA,NA,N/A,N/A,"From Reardon notebook 5-24:
""*Main slope E face heavens: initial release on S side, immediately < cliff. Not large, but lots of debris. More cracks evident on main slope. 
*Releases on secondary slopes along ridge - all getting bigger w/ fresh debris""

Dimensions estimated from photos and topo. br 11/9/06 Crown very deep, almost as tall as cliff. Hard to estimate."
273,Reardon,5/14/2003,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,2,NA,1.5,1.5,1.5,7000,650,10,NA,NA,N/A,N/A,"From Lundy notebook 5-15:
""-small glide releases on E. Ridge of Heavens and near Geduhn Pk.""

Dimensions estimated from photo & topo. br 11/9/06"
274,Lundy,5/27/2003,Actual,NA,NA,Peak 7774,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Top,NA,2,Distant,NA,NA,NA,7575,NA,60,NA,NA,N/A,N/A,"From Lundy notebook 5-28:

""-Class 2 glide release on Pt. 774', probably last night.""

From Reardon notebook 5-28:
""2 recent (last night?) glide releases pt. 7774 NE facing, class 2, ~7700'. Both N edge of existing releases."""
275,Reardon,5/23/2003,Approximate,NA,NA,Heavens Gate,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,2.5,Distant,3,3,3,7250,610,20,NA,NA,N/A,N/A,"From Reardon notebook 5-24:
""*Main slope E face heavens: initial release on S side, immediately < cliff. Not large, but lots of debris. More cracks evident on main slope. 
*Releases on secondary slopes along ridge - all getting bigger w/ fresh debris""

Dimensions estimated from photo and topo. br 6/9/06."
276,Reardon,4/1/2004,Approximate,NA,NA,Granite Creek,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,7300,850,240,NA,NA,N/A,N/A,Measurements from photo taken on preseason overflight. Started a little lower and ran a little lower than large slide observed in overflight and field 4-7. Much narrower crown but ran just as far.
277,Reardon,3/28/2004,Approximate,NA,NA,Triple Arches,NA,Yes,No,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Bottom,NA,1,Distant,NA,NA,NA,7100,1200,220,NA,NA,N/A,N/A,Visible in photo from overflight. Similar location as 2006 GS. Date very approximate - no snow on bedsurface.
278,Reardon,11/7/2006,Approximate,NA,NA,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,1.5,Distant,NA,NA,NA,7200,450,60,NA,NA,N/A,N/A,"GS-N-D1.5-G lookers right side of HPRG. Crack extends across most of slope/ slab to SE, but only rightmost portion has slid. Typical place it fails first.. Start elev. 7200' aspect 60 deg; vert. run ~450'. Can't tell how recent - or trigger. Possibly rain from recent deluge; possibly sun from more recent high pressure. Guessing rain. Guessing ~50m across. Can't tell crown depth from photo. Observed 11/20/06 during trip to repair GWWX. Date estimated - very unclear as to when it occurred. White on bed surface in photo could be ice."
280,Reardon,3/26/2007,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,NA,NA,GS,N,G,NA,NA,Right,Top,2,2.5,Distant,NA,NA,NA,7200,900,36,NA,NA,N/A,N/A,"Glide crack failure on rock slabs looker's left of previous slide.  GS-N-R2.5-D2.5-G. 7200' to 6300'. 36 deg. aspect. Debris covered by recent snow. Failed @ ridgeline, bed surface covered by recent snow."
281,Peitzsch,3/27/2007,Approximate,NA,Approximate,Peak 7774,NE Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,1,1.5,Distant,NA,NA,NA,7360,450,53,NA,NA,N/A,N/A,Peak 7774. Glide crack failure.  GS-N-R1-D2-G. 7360' down to 7100'.  Failed yesterday? Not much new snow on ground where it failed.
282,Peitzsch,3/30/2007,Approximate,NA,NA,Heavy Runner Mountain,North East Face,No,N/A,N/A,N/A,N/A,WS,N,G,NA,NA,Middle,Top,1,1.5,Distant,NA,NA,NA,6200,400,62,NA,NA,N/A,N/A,"Old slide on NE face of Heavy Runnner Mt. (8016).  Bed surface covered by new snow. Triggered by WL and propagated to slab?  WS? Located below lower most cliff band.  
WS-N-R1-D1.5-G?."
283,Peitzsch,4/13/2007,Approximate,NA,Approximate,Haystack Creek,Middle Buttress,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,1,2,Adjacent,1.5,1.5,1.5,6100,200,192,NA,NA,N/A,N/A,Largest buttress in middle  GS-N-R1-D2-G.  ~80-100' wide.  Start zone just above cliff and ran 200' over cliff into drainage.  Crown 3-4'.
284,Peitzsch,4/13/2007,Approximate,NA,Approximate,Haystack Creek,Middle Buttress,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,1,0.5,Distant,1,1,1,6100,200,195,NA,NA,N/A,N/A,Located just above and looker's left GS-N-R1-D1-G.  50-70 ft. wide. Crown 2-4
285,Peitzsch,4/13/2007,Approximate,NA,Approximate,Haystack Creek,NA,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Right,Middle,1,0.5,Distant,NA,NA,NA,6100,200,195,NA,NA,N/A,N/A,-Looker's left buttress (from Tree Triangle) of buttress described above.  2 small  GS.  GS-N-R1-D1-G.  ~200vert. 50' wide. (over cliff band)
286,Peitzsch,4/13/2007,Approximate,NA,Approximate,Haystack Creek,NA,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Right,Middle,1,2,Distant,1.5,1.5,1.5,6300,500,185,NA,NA,N/A,N/A,Looker's left buttress of buttress described above. GS-N-R1-D2-G.  80-100' wide.  400-500' vert.
287,Peitzsch,4/29/2007,Actual,NA,Actual,Haystack Creek,Mt. Gould,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,2,2.5,Distant,2.5,2.5,2.5,9000,3000,255,NA,NA,N/A,N/A,"Haystack (below Mt. Gould)
GS-N-R2-D2-G.  3200' vert.  Failed to bedrock on Sunday (4-29-07) afternoon after 1400 hours. Middle chunk failed below large wide slab leaving glide cracks on flanks and large crack just above."
288,Peitzsch,4/27/2007,Approximate,NA,Approximate,Peak 8015,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,2,2,Distant,2,2,2,7820,850,50,NA,NA,N/A,N/A,"Peak 8015' (off saddle between pk. and subpeak)
GS-N-R2-D2-G.  600' vert.  ~5'-7' crown.
47 deg. Aspect"
289,Peitzsch,4/27/2007,Approximate,NA,Approximate,Peak 8015,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,1,1.5,Distant,2.5,2.5,2.5,7400,300,47,NA,NA,N/A,N/A,"GS-N-R1-D2-G.  300' vert.  ~3'-7' crown.  (smaller down and rt.) 
47 deg. Aspect"
290,Peitzsch,4/27/2007,Approximate,NA,Approximate,Peak 7774,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,1,2,Distant,2,2,2,7440,400,80,NA,NA,N/A,N/A,"Peak 7774'
GS-N-R1-D2-G  400' vert.  ~5-6' crown.
80 deg. Aspect"
291,Peitzsch,4/27/2007,Approximate,NA,Approximate,Peak 7850,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,2.5,Distant,2.5,2.5,2.5,7770,1200,90,NA,NA,N/A,N/A,"Peak 7850' (directly off summit) 
GS-N-R3-D3-G.  1300' vert.  ~5-8' crown.
90 deg. Aspect"
292,Peitzsch,5/5/2007,Approximate,NA,Approximate,Alps 2,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,2,2,Site,NA,NA,NA,5915,540,271,NA,NA,7,1,"Alps 2:  WL-N-R2-D1.5-I  300' vert.  3'-4' deep debris on 3/4 of road (6'-7' inside edge).  20' wide pile.  270 deg.

Alps 1 slide is record #1 (mistake)."
293,Peitzsch,5/5/2007,Approximate,NA,Approximate,Alps 3,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,3,2,Site,NA,NA,NA,6001,618,267,NA,NA,12,3,Alps 3: WL-n-R3-D2-I.  650' vert.  6'-10' debris on road (12' inside edge).  40-50' wide pile.  267 deg.
294,Peitzsch,5/5/2007,Approximate,NA,Approximate,Alps 3,Slopes above Alps 3,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Bottom,1,0.5,Site,NA,NA,NA,5825,422,259,NA,NA,3,1,Slopes above Alps 3: WL-N-R1-D1.5-I.  100' vert. 1'-2'' debris on 1/2 of road. 10' wide pile.  259 deg.
295,Peitzsch,5/5/2007,Approximate,NA,Approximate,Beargrass,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,2,1.5,Site,NA,NA,NA,6177,601,207,NA,NA,6,1,Beargrass: WL-N-R2-R1.5-I.  300' vert.  2'-3' debris on 1/2 of road.  20' wide pile.  207 degrees.
296,Peitzsch,5/1/2007,Approximate,NA,Approximate,Peak 7774,Saddle,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,2.5,Distant,3,3,3,7615,680,80,NA,NA,N/A,N/A,GS-N-R3-D2.5-G.  680' vert.  80 deg aspect.  Ran from saddle to bench.  Bedrock sfc.  Glide cracks skier's right.  Triggered smaller GS down and skier's rt.  GS-N-R1-D1-G.
297,Peitzsch,5/1/2007,Approximate,NA,Approximate,Peak 7774,Summit,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,2,2.5,Distant,3,3,3,7648,475,88,NA,NA,N/A,N/A,GS-N-R2-D2.5-G. 500' vert. 88 deg.  Failed directly from summit.
298,Peitzsch,5/8/2007,Actual,10:10:00,Actual,Big Bend,Middle Path,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,1.5,Adjacent,2,2,2,7600,800,206,NA,NA,N/A,N/A,"Loose snow index 5 (after 1200pm).  Several dozen WL in Big Bend releasing from GW running no more than 2000' max.

BIG BEND 
GS-N-R1-D1.5-G.  BB glide crack failed @ 1010am.  400' vert. ~ 6' crown.  Started below large glide crack, over cliff, and stalled out before bench."
299,Peitzsch,5/8/2007,Actual,NA,Actual,Big Bend,Middle Path Glide Crack,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,2,Distant,2,2,2,7955,1000,238,NA,NA,N/A,N/A,"BIG BEND
GS-N-R1-D2-G. Failed between 1400 and 2000.  100' vert. 238 deg. Aspect"
300,Peitzsch,5/12/2007,Actual,NA,Actual,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,4,2.5,Distant,5,5,5,7990,1400,53,NA,NA,N/A,N/A,Occurred btwn. 0900 and 1500.
301,Peitzsch,5/14/2007,Actual,15:30:00,Actual,Mt. Piegan,SE side of Mt. Piegan,Yes,Yes,Yes,0.5,NA,GS,N,G,100,NA,Middle,Top,5,2.5,Site,4,4,4,6250,200,131,NA,NA,30,4,"GS-N-R5-D3-G.  200' vert.  Bed sfc. is scree and dirt.  

Very odd glide slab failed at base of cliff band on SE side of Piegan Mt.  (below No Stump).  

Debris: large intact blocks of 4m tall and 2m wide (largest).  Avg. blocks of 1-2m tall.  ""Hard Slab"" type blocks.  Debris did not run far as evidenced by proximity to start zone and deposition mostly on road and just below.  Debris pile was ~100'-150' wide and 12'-20' deep.  Snowpack layers were still visible on intact blocks of debris, such as ice crusts and various rounded layers between.

Small gully/path (simlar size) that is looker's left of slide path:  5'-12' deep snow melted /pulled away from cliff band.  Seperated from rock wall by about 5'-15'.  

Snow has ""summerlike"" characteristics; dirty surface, small dimples, small amount of red algae.  Very ""mature"" snowpack. 

Thoughts: water running off rock wall lubricated the bottom of entire gully snowpack to the point that even the downslope portion of snowpack could not provide enough compressional tension to support the amount of snow in gully.  The gully is bounded by two ribs on each side that were devoid of snow.  No snow was left in gully (i.e. no crown line, flanks, or stauchwall)."
303,Reardon,5/14/2007,Approximate,NA,NA,Mt. Brown,Southeast bowl,No,N/A,N/A,N/A,N/A,GS,N,G,NA,45,Left,Top,3,2.5,Distant,NA,NA,NA,8150,NA,98,NA,NA,N/A,N/A,"Ran on steep (>40 deg) bedrock slab on lookers left edge of southeast bowl of Mt. Brown. In deep, corner-like feature. Observed 5/15 from Sperry Glacier. Appeared fresh - snow on bedsurface and debris in track had no new snow covering it. Debris ran down southeast face and over cliffs into Snyder Basin - likely 1200-1500 feet. Weather 5/14 very hot and sunny. Rain trigger? Sun trigger? Some other cracks nearby. No additional activity 5/16. Photos. br 5/17"
304,Peitzsch,5/29/2007,Actual,NA,Approximate,Slopes,1,Yes,Yes,Yes,1.5,NA,WL,N,O,NA,NA,Middle,Top,1,2,Site,NA,NA,NA,7000,800,266,NA,NA,10,3,NA
305,Peitzsch,5/29/2007,Actual,NA,Approximate,Slopes,2,Yes,Yes,Yes,1.5,NA,WL,N,O,NA,NA,Middle,Top,1,1.5,Site,NA,NA,NA,7000,800,266,NA,NA,10,3,NA
306,Peitzsch,5/29/2007,Actual,NA,Approximate,Slopes,3,Yes,Yes,Yes,1.5,NA,WL,N,O,NA,NA,Middle,Top,1,1.5,Site,NA,NA,NA,7000,800,266,NA,NA,10,3.5,NA
307,Peitzsch,5/29/2007,Actual,NA,Approximate,Slopes,4,Yes,Yes,Yes,1.5,NA,WL,N,O,NA,NA,Middle,Top,1,1.5,Site,NA,NA,NA,7000,800,266,NA,NA,12,3.5,NA
308,Peitzsch,5/29/2007,Approximate,NA,Approximate,Slopes Below Big Drift,NA,Yes,Yes,Yes,0.5,NA,WL,N,O,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,6900,450,141,NA,NA,5,2.5,NA
309,Peitzsch,5/29/2007,Approximate,NA,Approximate,Slopes Below Big Drift,NA,Yes,Yes,Yes,0.5,NA,WL,N,O,NA,NA,Middle,Top,1,1.5,Site,NA,NA,NA,6900,450,140,NA,NA,5,2.5,NA
